country;group;week;zscore
Austria;0to14;2017-52;0.6
Austria;0to14;2018-01;0.94
Austria;0to14;2018-02;0.25
Austria;0to14;2018-03;-2.33
Austria;0to14;2018-04;-0.5
Austria;0to14;2018-05;1.89
Austria;0to14;2018-06;-2.33
Austria;0to14;2018-07;-0.11
Austria;0to14;2018-08;1.27
Austria;0to14;2018-09;-0.49
Austria;0to14;2018-10;2.49
Austria;0to14;2018-11;0.61
Austria;0to14;2018-12;-0.89
Austria;0to14;2018-13;0.61
Austria;0to14;2018-14;-0.1
Austria;0to14;2018-15;-2.32
Austria;0to14;2018-16;-1.79
Austria;0to14;2018-17;0.27
Austria;0to14;2018-18;-0.1
Austria;0to14;2018-19;0.62
Austria;0to14;2018-20;-1.79
Austria;0to14;2018-21;1.28
Austria;0to14;2018-22;-0.09
Austria;0to14;2018-23;0.27
Austria;0to14;2018-24;-0.88
Austria;0to14;2018-25;-0.88
Austria;0to14;2018-26;0.62
Austria;0to14;2018-27;-0.47
Austria;0to14;2018-28;0.28
Austria;0to14;2018-29;0.63
Austria;0to14;2018-30;-1.31
Austria;0to14;2018-31;-1.78
Austria;0to14;2018-32;-0.87
Austria;0to14;2018-33;-0.47
Austria;0to14;2018-34;-0.87
Austria;0to14;2018-35;-0.87
Austria;0to14;2018-36;-1.3
Austria;0to14;2018-37;2.52
Austria;0to14;2018-38;0.98
Austria;0to14;2018-39;-0.87
Austria;0to14;2018-40;-0.87
Austria;0to14;2018-41;-1.3
Austria;0to14;2018-42;-0.86
Austria;0to14;2018-43;-1.77
Austria;0to14;2018-44;-0.07
Austria;0to14;2018-45;-0.46
Austria;0to14;2018-46;0.3
Austria;0to14;2018-47;0.99
Austria;0to14;2018-48;-0.86
Austria;0to14;2018-49;0.99
Austria;0to14;2018-50;-0.45
Austria;0to14;2018-51;-1.29
Austria;0to14;2018-52;-0.06
Austria;0to14;2019-01;0.3
Austria;0to14;2019-02;1.32
Austria;0to14;2019-03;0.3
Austria;0to14;2019-04;0.99
Austria;0to14;2019-05;1.32
Austria;0to14;2019-06;0.66
Austria;0to14;2019-07;-1.76
Austria;0to14;2019-08;-0.06
Austria;0to14;2019-09;1.65
Austria;0to14;2019-10;0.31
Austria;0to14;2019-11;-0.84
Austria;0to14;2019-12;0.31
Austria;0to14;2019-13;1
Austria;0to14;2019-14;-0.44
Austria;0to14;2019-15;0.32
Austria;0to14;2019-16;0.67
Austria;0to14;2019-17;0.32
Austria;0to14;2019-18;-0.84
Austria;0to14;2019-19;1.01
Austria;0to14;2019-20;-0.04
Austria;0to14;2019-21;0.67
Austria;0to14;2019-22;1.66
Austria;0to14;2019-23;-0.43
Austria;0to14;2019-24;1.34
Austria;0to14;2019-25;-0.83
Austria;0to14;2019-26;1.97
Austria;0to14;2019-27;1.35
Austria;0to14;2019-28;0.68
Austria;0to14;2019-29;0.68
Austria;0to14;2019-30;1.02
Austria;0to14;2019-31;1.02
Austria;0to14;2019-32;0.33
Austria;0to14;2019-33;0.69
Austria;0to14;2019-34;0.69
Austria;0to14;2019-35;-0.41
Austria;0to14;2019-36;-0.82
Austria;0to14;2019-37;-0.41
Austria;0to14;2019-38;1.03
Austria;0to14;2019-39;0.34
Austria;0to14;2019-40;-0.41
Austria;0to14;2019-41;-0.41
Austria;0to14;2019-42;-0.81
Austria;0to14;2019-43;0.7
Austria;0to14;2019-44;-2.25
Austria;0to14;2019-45;-0.81
Austria;0to14;2019-46;-2.25
Austria;0to14;2019-47;0.35
Austria;0to14;2019-48;0.35
Austria;0to14;2019-49;-1.72
Austria;0to14;2019-50;1.04
Austria;0to14;2019-51;-0.01
Austria;0to14;2019-52;-0.4
Austria;0to14;2020-01;-2.24
Austria;0to14;2020-02;0.36
Austria;0to14;2020-03;2
Austria;0to14;2020-04;2.01
Austria;0to14;2020-05;0.71
Austria;0to14;2020-06;1.05
Austria;0to14;2020-07;-1.71
Austria;0to14;2020-08;0.36
Austria;0to14;2020-09;1.38
Austria;0to14;2020-10;0.72
Austria;0to14;2020-11;1.06
Austria;0to14;2020-12;0.72
Austria;0to14;2020-13;0
Austria;0to14;2020-14;-0.38
Austria;0to14;2020-15;-1.23
Austria;0to14;2020-16;-0.38
Austria;0to14;2020-17;1.06
Austria;0to14;2020-18;-1.22
Austria;0to14;2020-19;-1.22
Austria;0to14;2020-20;0.37
Austria;0to14;2020-21;0.38
Austria;0to14;2020-22;-1.22
Austria;0to14;2020-23;0.38
Austria;0to14;2020-24;-1.69
Austria;0to14;2020-25;-0.78
Austria;0to14;2020-26;0.01
Austria;0to14;2020-27;0.38
