country;group;week;zscore
Austria;0to14;2015-49;2.09
Austria;0to14;2015-50;-1.31
Austria;0to14;2015-51;0.89
Austria;0to14;2015-52;-1.31
Austria;0to14;2015-53;0.22
Austria;0to14;2016-01;-1.31
Austria;0to14;2016-02;-0.5
Austria;0to14;2016-03;-0.5
Austria;0to14;2016-04;0.56
Austria;0to14;2016-05;0.89
Austria;0to14;2016-06;1.21
Austria;0to14;2016-07;0.57
Austria;0to14;2016-08;-0.12
Austria;0to14;2016-09;0.23
Austria;0to14;2016-10;-0.49
Austria;0to14;2016-11;-0.89
Austria;0to14;2016-12;-0.89
Austria;0to14;2016-13;-0.12
Austria;0to14;2016-14;0.9
Austria;0to14;2016-15;-0.49
Austria;0to14;2016-16;-0.12
Austria;0to14;2016-17;0.57
Austria;0to14;2016-18;0.23
Austria;0to14;2016-19;2.11
Austria;0to14;2016-20;-0.12
Austria;0to14;2016-21;0.57
Austria;0to14;2016-22;-0.88
Austria;0to14;2016-23;-0.88
Austria;0to14;2016-24;-0.12
Austria;0to14;2016-25;-0.12
Austria;0to14;2016-26;-0.49
Austria;0to14;2016-27;-0.49
Austria;0to14;2016-28;0.58
Austria;0to14;2016-29;-1.3
Austria;0to14;2016-30;0.24
Austria;0to14;2016-31;-2.88
Austria;0to14;2016-32;-1.3
Austria;0to14;2016-33;-0.49
Austria;0to14;2016-34;0.24
Austria;0to14;2016-35;0.91
Austria;0to14;2016-36;-0.11
Austria;0to14;2016-37;-0.49
Austria;0to14;2016-38;0.24
Austria;0to14;2016-39;-1.3
Austria;0to14;2016-40;1.23
Austria;0to14;2016-41;1.53
Austria;0to14;2016-42;-0.48
Austria;0to14;2016-43;-1.3
Austria;0to14;2016-44;-0.88
Austria;0to14;2016-45;-0.11
Austria;0to14;2016-46;0.91
Austria;0to14;2016-47;-0.48
Austria;0to14;2016-48;1.84
Austria;0to14;2016-49;0.25
Austria;0to14;2016-50;0.59
Austria;0to14;2016-51;0.25
Austria;0to14;2016-52;0.91
Austria;0to14;2017-01;-1.3
Austria;0to14;2017-02;-0.48
Austria;0to14;2017-03;-0.11
Austria;0to14;2017-04;0.92
Austria;0to14;2017-05;0.59
Austria;0to14;2017-06;1.54
Austria;0to14;2017-07;-0.11
Austria;0to14;2017-08;0.25
Austria;0to14;2017-09;1.84
Austria;0to14;2017-10;0.92
Austria;0to14;2017-11;-0.48
Austria;0to14;2017-12;-0.1
Austria;0to14;2017-13;-0.87
Austria;0to14;2017-14;0.25
Austria;0to14;2017-15;1.85
Austria;0to14;2017-16;-0.1
Austria;0to14;2017-17;-0.87
Austria;0to14;2017-18;-0.1
Austria;0to14;2017-19;-0.87
Austria;0to14;2017-20;0.6
Austria;0to14;2017-21;0.92
Austria;0to14;2017-22;-0.47
Austria;0to14;2017-23;0.93
Austria;0to14;2017-24;-0.47
Austria;0to14;2017-25;1.24
Austria;0to14;2017-26;1.24
Austria;0to14;2017-27;-0.1
Austria;0to14;2017-28;-1.29
Austria;0to14;2017-29;0.26
Austria;0to14;2017-30;1.85
Austria;0to14;2017-31;-0.86
Austria;0to14;2017-32;-0.86
Austria;0to14;2017-33;0.93
Austria;0to14;2017-34;-0.47
Austria;0to14;2017-35;1.56
Austria;0to14;2017-36;0.26
Austria;0to14;2017-37;0.93
Austria;0to14;2017-38;0.93
Austria;0to14;2017-39;-0.47
Austria;0to14;2017-40;0.93
Austria;0to14;2017-41;-0.09
Austria;0to14;2017-42;-0.86
Austria;0to14;2017-43;0.26
Austria;0to14;2017-44;-1.28
Austria;0to14;2017-45;-0.46
Austria;0to14;2017-46;-0.46
Austria;0to14;2017-47;0.93
Austria;0to14;2017-48;-0.09
Austria;0to14;2017-49;-0.46
Austria;0to14;2017-50;-0.09
Austria;0to14;2017-51;0.94
Austria;0to14;2017-52;0.61
Austria;0to14;2018-01;0.94
Austria;0to14;2018-02;0.27
Austria;0to14;2018-03;-2.25
Austria;0to14;2018-04;-0.46
Austria;0to14;2018-05;1.86
Austria;0to14;2018-06;-2.25
Austria;0to14;2018-07;-0.09
Austria;0to14;2018-08;1.26
Austria;0to14;2018-09;-0.46
Austria;0to14;2018-10;2.44
Austria;0to14;2018-11;0.61
Austria;0to14;2018-12;-0.85
Austria;0to14;2018-13;0.61
Austria;0to14;2018-14;-0.08
Austria;0to14;2018-15;-2.24
Austria;0to14;2018-16;-1.73
Austria;0to14;2018-17;0.27
Austria;0to14;2018-18;-0.08
Austria;0to14;2018-19;0.61
Austria;0to14;2018-20;-1.73
Austria;0to14;2018-21;1.26
Austria;0to14;2018-22;-0.08
Austria;0to14;2018-23;0.28
Austria;0to14;2018-24;-0.85
Austria;0to14;2018-25;-0.84
Austria;0to14;2018-26;0.62
Austria;0to14;2018-27;-0.45
Austria;0to14;2018-28;0.28
Austria;0to14;2018-29;0.62
Austria;0to14;2018-30;-1.26
Austria;0to14;2018-31;-1.72
Austria;0to14;2018-32;-0.84
Austria;0to14;2018-33;-0.45
Austria;0to14;2018-34;-0.84
Austria;0to14;2018-35;-0.84
Austria;0to14;2018-36;-1.26
Austria;0to14;2018-37;2.45
Austria;0to14;2018-38;0.95
Austria;0to14;2018-39;-0.84
Austria;0to14;2018-40;-0.84
Austria;0to14;2018-41;-1.26
Austria;0to14;2018-42;-0.84
Austria;0to14;2018-43;-1.71
Austria;0to14;2018-44;-0.07
Austria;0to14;2018-45;-0.44
Austria;0to14;2018-46;0.28
Austria;0to14;2018-47;0.95
Austria;0to14;2018-48;-0.83
Austria;0to14;2018-49;0.95
Austria;0to14;2018-50;-0.83
Austria;0to14;2018-51;-1.25
Austria;0to14;2018-52;-0.07
Austria;0to14;2019-01;0.29
Austria;0to14;2019-02;1.27
Austria;0to14;2019-03;0.29
Austria;0to14;2019-04;0.95
Austria;0to14;2019-05;1.27
Austria;0to14;2019-06;0.63
Austria;0to14;2019-07;-1.71
Austria;0to14;2019-08;-0.06
Austria;0to14;2019-09;1.58
Austria;0to14;2019-10;0.29
Austria;0to14;2019-11;-0.83
Austria;0to14;2019-12;0.29
Austria;0to14;2019-13;0.96
Austria;0to14;2019-14;-0.43
Austria;0to14;2019-15;0.29
Austria;0to14;2019-16;0.63
Austria;0to14;2019-17;0.29
Austria;0to14;2019-18;-0.82
Austria;0to14;2019-19;0.96
Austria;0to14;2019-20;-0.06
Austria;0to14;2019-21;0.63
Austria;0to14;2019-22;1.58
Austria;0to14;2019-23;-0.43
Austria;0to14;2019-24;1.27
Austria;0to14;2019-25;-0.82
Austria;0to14;2019-26;1.88
Austria;0to14;2019-27;1.28
Austria;0to14;2019-28;0.63
Austria;0to14;2019-29;0.63
Austria;0to14;2019-30;0.96
Austria;0to14;2019-31;0.96
Austria;0to14;2019-32;0.3
Austria;0to14;2019-33;0.64
Austria;0to14;2019-34;0.64
Austria;0to14;2019-35;-0.42
Austria;0to14;2019-36;-0.81
Austria;0to14;2019-37;-0.42
Austria;0to14;2019-38;0.96
Austria;0to14;2019-39;0.3
Austria;0to14;2019-40;-0.42
Austria;0to14;2019-41;-0.42
Austria;0to14;2019-42;-0.81
Austria;0to14;2019-43;0.64
Austria;0to14;2019-44;-2.19
Austria;0to14;2019-45;-0.81
Austria;0to14;2019-46;-2.19
Austria;0to14;2019-47;0.3
Austria;0to14;2019-48;0.3
Austria;0to14;2019-49;-1.68
Austria;0to14;2019-50;0.96
Austria;0to14;2019-51;-0.05
Austria;0to14;2019-52;-0.42
Austria;0to14;2020-01;-2.18
Austria;0to14;2020-02;0.3
Austria;0to14;2020-03;1.88
Austria;0to14;2020-04;1.88
Austria;0to14;2020-05;0.64
Austria;0to14;2020-06;0.64
Austria;0to14;2020-07;-1.67
Austria;0to14;2020-08;0.31
Austria;0to14;2020-09;1.28
Austria;0to14;2020-10;0.64
Austria;0to14;2020-11;0.97
