country;group;week;zscore
Austria;65P;2018-44;0.28
Austria;65P;2018-45;-1.09
Austria;65P;2018-46;-0.53
Austria;65P;2018-47;-0.94
Austria;65P;2018-48;-0.49
Austria;65P;2018-49;0.31
Austria;65P;2018-50;0.29
Austria;65P;2018-51;0.57
Austria;65P;2018-52;1.42
Austria;65P;2019-01;0.69
Austria;65P;2019-02;1.53
Austria;65P;2019-03;0.28
Austria;65P;2019-04;1.58
Austria;65P;2019-05;1.96
Austria;65P;2019-06;1.95
Austria;65P;2019-07;3.04
Austria;65P;2019-08;2.33
Austria;65P;2019-09;2.63
Austria;65P;2019-10;3.48
Austria;65P;2019-11;3.19
Austria;65P;2019-12;0.7
Austria;65P;2019-13;1.49
Austria;65P;2019-14;0.91
Austria;65P;2019-15;0.98
Austria;65P;2019-16;0.75
Austria;65P;2019-17;-0.09
Austria;65P;2019-18;-0.49
Austria;65P;2019-19;-0.06
Austria;65P;2019-20;0.92
Austria;65P;2019-21;0.31
Austria;65P;2019-22;0.72
Austria;65P;2019-23;1.57
Austria;65P;2019-24;2.24
Austria;65P;2019-25;-0.47
Austria;65P;2019-26;0.08
Austria;65P;2019-27;0.87
Austria;65P;2019-28;-1.25
Austria;65P;2019-29;0.17
Austria;65P;2019-30;2.26
Austria;65P;2019-31;0.14
Austria;65P;2019-32;-0.26
Austria;65P;2019-33;-0.64
Austria;65P;2019-34;-0.21
Austria;65P;2019-35;0.78
Austria;65P;2019-36;-0.86
Austria;65P;2019-37;-1.02
Austria;65P;2019-38;-0.86
Austria;65P;2019-39;1.46
Austria;65P;2019-40;0.28
Austria;65P;2019-41;1.23
Austria;65P;2019-42;-0.31
Austria;65P;2019-43;-0.5
Austria;65P;2019-44;-0.57
Austria;65P;2019-45;-0.3
Austria;65P;2019-46;-0.07
Austria;65P;2019-47;-0.66
Austria;65P;2019-48;-0.3
Austria;65P;2019-49;0.17
Austria;65P;2019-50;0.5
Austria;65P;2019-51;-0.53
Austria;65P;2019-52;0.04
Austria;65P;2020-01;-0.41
Austria;65P;2020-02;0.72
Austria;65P;2020-03;2.33
Austria;65P;2020-04;1.56
Austria;65P;2020-05;4.35
Austria;65P;2020-06;1.27
Austria;65P;2020-07;3.56
Austria;65P;2020-08;1.21
Austria;65P;2020-09;1.98
Austria;65P;2020-10;1.72
Austria;65P;2020-11;1.59
Austria;65P;2020-12;3.18
