country;group;week;zscore
Austria;65P;2017-52;0.49
Austria;65P;2018-01;2.42
Austria;65P;2018-02;3.01
Austria;65P;2018-03;2.46
Austria;65P;2018-04;0.98
Austria;65P;2018-05;3.51
Austria;65P;2018-06;-0.23
Austria;65P;2018-07;3.24
Austria;65P;2018-08;5.15
Austria;65P;2018-09;6.4
Austria;65P;2018-10;5.81
Austria;65P;2018-11;5.61
Austria;65P;2018-12;1.58
Austria;65P;2018-13;3.34
Austria;65P;2018-14;1.62
Austria;65P;2018-15;0.77
Austria;65P;2018-16;0.62
Austria;65P;2018-17;-1.96
Austria;65P;2018-18;-0.66
Austria;65P;2018-19;-1.7
Austria;65P;2018-20;-2.15
Austria;65P;2018-21;-1.43
Austria;65P;2018-22;-0.46
Austria;65P;2018-23;0.14
Austria;65P;2018-24;-0.67
Austria;65P;2018-25;0.1
Austria;65P;2018-26;0.34
Austria;65P;2018-27;0.81
Austria;65P;2018-28;0.39
Austria;65P;2018-29;1.56
Austria;65P;2018-30;1.39
Austria;65P;2018-31;3.62
Austria;65P;2018-32;2.42
Austria;65P;2018-33;0.61
Austria;65P;2018-34;0.76
Austria;65P;2018-35;-0.02
Austria;65P;2018-36;-1.6
Austria;65P;2018-37;0.16
Austria;65P;2018-38;-0.7
Austria;65P;2018-39;-0.58
Austria;65P;2018-40;1.22
Austria;65P;2018-41;-0.3
Austria;65P;2018-42;-0.03
Austria;65P;2018-43;-0.78
Austria;65P;2018-44;0.23
Austria;65P;2018-45;-1.15
Austria;65P;2018-46;-0.69
Austria;65P;2018-47;-1.11
Austria;65P;2018-48;-0.73
Austria;65P;2018-49;0.01
Austria;65P;2018-50;0.02
Austria;65P;2018-51;0.27
Austria;65P;2018-52;1.13
Austria;65P;2019-01;0.33
Austria;65P;2019-02;1.17
Austria;65P;2019-03;-0.11
Austria;65P;2019-04;1.22
Austria;65P;2019-05;1.74
Austria;65P;2019-06;1.63
Austria;65P;2019-07;2.72
Austria;65P;2019-08;2.02
Austria;65P;2019-09;2.3
Austria;65P;2019-10;3.25
Austria;65P;2019-11;2.99
Austria;65P;2019-12;0.43
Austria;65P;2019-13;1.3
Austria;65P;2019-14;0.76
Austria;65P;2019-15;0.83
Austria;65P;2019-16;0.74
Austria;65P;2019-17;-0.16
Austria;65P;2019-18;-0.49
Austria;65P;2019-19;0
Austria;65P;2019-20;1
Austria;65P;2019-21;0.48
Austria;65P;2019-22;0.91
Austria;65P;2019-23;1.82
Austria;65P;2019-24;2.6
Austria;65P;2019-25;-0.2
Austria;65P;2019-26;0.4
Austria;65P;2019-27;1.26
Austria;65P;2019-28;-0.85
Austria;65P;2019-29;0.7
Austria;65P;2019-30;2.78
Austria;65P;2019-31;0.59
Austria;65P;2019-32;0.13
Austria;65P;2019-33;-0.18
Austria;65P;2019-34;0.24
Austria;65P;2019-35;1.17
